@relation phishing-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute att_5 numeric
@attribute att_6 numeric
@attribute att_7 numeric
@attribute att_8 numeric
@attribute att_9 numeric
@attribute att_10 numeric
@attribute att_11 numeric
@attribute att_12 numeric
@attribute att_13 numeric
@attribute att_14 numeric
@attribute att_15 numeric
@attribute att_16 numeric
@attribute att_17 numeric
@attribute att_18 numeric
@attribute att_19 numeric
@attribute att_20 numeric
@attribute att_21 numeric
@attribute att_22 numeric
@attribute att_23 numeric
@attribute att_24 numeric
@attribute att_25 numeric
@attribute att_26 numeric
@attribute att_27 numeric
@attribute att_28 numeric
@attribute att_29 numeric
@attribute att_30 numeric
@attribute att_31 numeric
@attribute att_32 numeric
@attribute att_33 numeric
@attribute att_34 numeric
@attribute att_35 numeric
@attribute att_36 numeric
@attribute att_37 numeric
@attribute att_38 numeric
@attribute att_39 numeric
@attribute att_40 numeric
@attribute att_41 numeric
@attribute att_42 numeric
@attribute att_43 numeric
@attribute att_44 numeric
@attribute att_45 numeric
@attribute att_46 numeric
@attribute att_47 numeric
@attribute att_48 numeric
@attribute att_49 numeric
@attribute att_50 numeric
@attribute att_51 numeric
@attribute att_52 numeric
@attribute att_53 numeric
@attribute att_54 numeric
@attribute att_55 numeric
@attribute att_56 numeric
@attribute att_57 numeric
@attribute att_58 numeric
@attribute att_59 numeric
@attribute att_60 numeric
@attribute att_61 numeric
@attribute att_62 numeric
@attribute att_63 numeric
@attribute att_64 numeric
@attribute att_65 numeric
@attribute att_66 numeric
@attribute att_67 numeric
@attribute att_68 numeric
@attribute class {0,1}

@data
0,0,0,0,0,0.18257,0,0,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0,0,0,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0,0,0,0.18257,0,0,0.18257,0.18257,0,0,0,0,0,0,0,0,0
0,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0,0,0,0,0,0.18257,0.18257,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0,0,0,0,0.18257,0,0.18257,0,0,0,0,0,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0,0.18257,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0,0.18257,0,0,0.18257,0.18257,0,0.18257,0,0,0,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0,0.18257,0.18257,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0.18257,0,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0,0,0,0,0,0,0,0,0,0.18257,0,0,0.18257,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0.18257,0.18257,0,0,0,0,0,0,0,0,0,0,0,0,0.18257,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0,0,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0,0,0,0,0.18257,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0,0,0,0,0,0.18257,0,0.18257,0,0,0,0,0.18257,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0,0,0,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0,0,0,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0,0,0,0,0,0.18257,0,0,0
0,0,0.18257,0,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0.18257,0,0,0,0,0.18257,0.18257,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0,0.18257,0,0,0,0,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0,0,0,0,0.18257,0,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0.18257,0,0,0,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0,0.18257,0,0,0,0,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0,0,0,0,0,0.18257,0,0.18257,0,0,0,0,0.18257,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0,0,0,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0,0.18257,0,0,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0.18257,0,0,0,0,0.18257,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0,0.18257,0,0,0,0,0.18257,0,0,0.18257,0,0,0,0,0.18257,0.18257,0,0,0,0,0,0.18257,0,0.18257,0,0,0,0,0.18257,0,0,0
0.18257,0,0,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0,0,0,0,0,0.18257,0,0,0.18257,0,0,0,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0.18257,0,0,0,0,0.18257,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0.18257,0,0,0,0,0.18257,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0,0,0,0.18257,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0,0.18257,0,0,0,0,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0,0,0,0,0,0.18257,0,0,0,0.18257,0,0,0.18257,0,0,0
0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0.18257,0,0,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0,0,0,0,0.18257,0,0,0.18257,0,0,0,0.18257,0.18257,0,0,0
0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0,0,0.18257,0.18257,0.18257,0,0.18257,0,0,0,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0.18257,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0,0,0.18257,0,0.18257,0,0,0,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0.18257,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0,0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0,0.18257,0,0.18257,0.18257,0,0,0,0.18257,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0.18257,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0,0.18257,0,0,0,0,0,0,0.18257,0.18257,0,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0.18257,0,0,0,0.18257,0.18257,0,0.18257,0,0,0,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0,0,0,0,0,0,0.18257,0,0.18257,0,0.18257,0,0,0.18257,0,0,0,0,0,0,0.18257,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0,0,0,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0,0,0,0,0,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0,0,0,0.18257,0,0.18257,0,0,0,0,0.18257,0,0,0
0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0,0,0,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0,0.18257,0.18257,0.18257,0,0,0,0,0,0,0.18257,0,0.18257,0,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0,0,0,0,0.18257,0,0.18257,0,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0,0.18257,0,0,0,0.18257,0,0,0.18257,0,0,0,0.18257,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0,0.18257,0,0,0,0,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0.18257,0,0,0,0,0,0.18257,0,0.18257,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0,0.18257,0.18257,0.18257,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0,0
0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0.18257,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0.18257,0,0.18257,0,0,0.18257,0,0,0.18257,0.18257,0,0,0,0,0,0.18257,0,0,0,0,0,0.18257,0.18257,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0,0.18257,0.18257,0.18257,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0,0,0,0,0,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0.18257,0.18257,0,0,0,0,0.18257,0.18257,0,0.18257,0,0,0,0,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0,0,0,0,0,0,0,0,0
0,0,0.18257,0.18257,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0,0,0.18257,0,0,0.18257,0.18257,0.18257,0.18257,0.18257,0.18257,0,0,0.18257,0,0,0,0.18257,0.18257,0,0,0.18257,0,0.18257,0.18257,0.18257,0.18257,0,0,0,0.18257,0,0.18257,0.18257,0,0,0,0.18257,0,0,0.18257,0,0,0,0,0.18257,0,0,0,0,0,0,0,0.18257,0,0
